"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18182","should login with valid credentials","","Wed Jun 18 16:26:10 IST 2025","passed","Wed Jun 18 16:26:28 IST 2025","","Login Suite","",""
